date,description,amount,type,category,accounts,lat,long
3/8/2021,QuickPay with Zelle payment to H ay Mor 11327622031,453,debit,Transfer,PLAT BUS CHECKING,41.1299018,-85.13768715
3/8/2021,Online Transfer to CHK ...1759 t ransaction#: 11327768976 03/08,553,debit,Transfer,PLAT BUS CHECKING,41.17662066,-85.168291
3/8/2021,CHECK 192,7246.35,debit,Check,PLAT BUS CHECKING,41.06858855,-85.20470036
3/8/2021,QuickPay with Zelle payment to C han JPM547519706,333.67,debit,Transfer,PLAT BUS CHECKING,41.1291112,-85.00718018
3/8/2021,QuickPay with Zelle payment to T ruc Mo Phuong 11327856412,557,debit,Transfer,PLAT BUS CHECKING,41.01797358,-85.12228851
3/8/2021,QuickPay with Zelle payment to B e Mi 11334037195,128,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
3/8/2021,PayPal,4,debit,Shopping,PREMIER PLUS CKG,41.18157516,-85.13425085
3/8/2021,QuickPay with Zelle payment from LUXE NAILS & SPA LLC 11327856412,557,credit,Transfer,PREMIER PLUS CKG,41.11669623,-85.12910843
3/8/2021,CHECK 170,296,debit,Check,PREMIER PLUS CKG,41.12380871,-85.13477325
3/8/2021,Amazon,5.94,debit,Shopping,PREMIER PLUS CKG,41.13402347,-85.16687393
3/7/2021,State Farm,32.49,debit,Auto Insurance,CREDIT CARD,41.1299018,-85.13768715
3/5/2021,Orig Name Direct,411.5,credit,Income,PLAT BUS CHECKING,41.17662066,-85.168291
3/5/2021,TD AMERITRADE ACH IN a8CU GQK3U7 WEB ID: 3470533629,3400,debit,Transfer,PREMIER PLUS CKG,41.06858855,-85.20470036
3/5/2021,SYNCHRONY BANK PAYMENT 6034 59008224853 WEB ID: 1061537262,31,debit,Credit Card Payment,PREMIER PLUS CKG,41.1291112,-85.00718018
3/5/2021,IPFW BURCHECK 2887 99 WEB ID: 2356002041,703.57,debit,Tuition,PREMIER PLUS CKG,41.01797358,-85.12228851
3/5/2021,Ipfw Erefund Ppd,346.09,credit,Income,PREMIER PLUS CKG,41.12626614,-85.15897006
3/5/2021,Ipfw Erefund Ppd,703.72,credit,Income,PREMIER PLUS CKG,41.18157516,-85.13425085
3/5/2021,CITI AUTOPAY PAYMENT 0803 70710450394 WEB ID: CITICARDAP,35,debit,Credit Card Payment,PREMIER PLUS CKG,41.11669623,-85.12910843
3/5/2021,PayPal,0.99,debit,Shopping,PREMIER PLUS CKG,41.12380871,-85.13477325
3/4/2021,Orig Name Direct,1388.5,credit,Income,PLAT BUS CHECKING,41.13402347,-85.16687393
3/4/2021,Netflix,17.99,debit,Movies & DVDs,CREDIT CARD,41.1299018,-85.13768715
3/3/2021,BK OF AMER VISA ONLINE payment CKF4 19140270POS WEB ID: 9500000000,35,debit,Credit Card Payment,PREMIER PLUS CKG,41.17662066,-85.168291
3/3/2021,AAA LIFE INS PREM PPD ID: 1520891929,31,debit,Life Insurance,PREMIER PLUS CKG,41.06858855,-85.20470036
3/3/2021,State Farm,121.07,debit,Auto Insurance,CREDIT CARD,41.1291112,-85.00718018
3/3/2021,Orig Name Direct,169,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
3/3/2021,SERVICE CHARGES FOR THE MONTH OF FEBRUARY,95,debit,Bank Fee,PLAT BUS CHECKING,41.12626614,-85.15897006
3/2/2021,CASHBACK BONUS REDEMPTION payment/STMT CRDT,1.13,credit,Bonus,Discover,41.18157516,-85.13425085
3/2/2021,Apple,0.99,debit,Electronics & Software,Discover,41.11669623,-85.12910843
3/2/2021,PAYMENTECH,9.95,debit,Fast Food,PLAT BUS CHECKING,41.12380871,-85.13477325
3/2/2021,K T Nails,533.93,debit,Personal Care,PLAT BUS CHECKING,41.13402347,-85.16687393
3/2/2021,CHECK 201,246.03,debit,Check,PLAT BUS CHECKING,41.1299018,-85.13768715
3/2/2021,DIRECT PAYMENT,421.69,debit,Spa & Massage,PLAT BUS CHECKING,41.17662066,-85.168291
3/2/2021,CHECK 200,371,debit,Check,PLAT BUS CHECKING,41.06858855,-85.20470036
3/2/2021,Orig Name Direct,782.5,credit,Income,PLAT BUS CHECKING,41.1291112,-85.00718018
3/2/2021,NFCU ACH PAYMENT 1482 21890000002 WEB ID: 9000000027,143.74,debit,Credit Card Payment,PREMIER PLUS CKG,41.01797358,-85.12228851
3/2/2021,QuickPay with Zelle payment from TRIET HUYNH 11289817815,500,credit,Transfer,PREMIER PLUS CKG,41.12626614,-85.15897006
3/2/2021,DISCOVER E-PAYMENT 3415 WEB ID: 3510020270,56,debit,Credit Card Payment,PREMIER PLUS CKG,41.18157516,-85.13425085
3/1/2021,American Airlines,201.4,credit,Air Travel,CREDIT CARD,41.11669623,-85.12910843
3/1/2021,American Airlines,201.4,credit,Air Travel,CREDIT CARD,41.12380871,-85.13477325
3/1/2021,Comcast,237.25,debit,Television,PLAT BUS CHECKING,41.13402347,-85.16687393
3/1/2021,QuickPay with Zelle payment to C hrystal 11277012771,293,debit,Transfer,PLAT BUS CHECKING,41.1299018,-85.13768715
3/1/2021,Orig Name Direct,1767.5,credit,Income,PLAT BUS CHECKING,41.17662066,-85.168291
3/1/2021,Orig Name Direct,1027,credit,Income,PLAT BUS CHECKING,41.06858855,-85.20470036
3/1/2021,ATM WITHDRAWAL 008095 03/019105 LIMA,235,debit,Cash & ATM,PLAT BUS CHECKING,41.1291112,-85.00718018
3/1/2021,QuickPay with Zelle payment to T ruc Mo Phuong 11276916532,556,debit,Transfer,PLAT BUS CHECKING,41.01797358,-85.12228851
3/1/2021,QuickPay with Zelle payment to T ruc Mo Phuong 11283609372,100,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
3/1/2021,QuickPay with Zelle payment to H ay Mar 11277016062,306.35,debit,Transfer,PLAT BUS CHECKING,41.18157516,-85.13425085
3/1/2021,Orig Name Direct,1091.5,credit,Income,PLAT BUS CHECKING,41.11669623,-85.12910843
3/1/2021,Online Transfer to CHK ...1759 t ransaction#: 11277292236 03/01,582,debit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
3/1/2021,QuickPay with Zelle payment to C han ( Min Gioi Thieu) JPM541679303,328.79,debit,Transfer,PLAT BUS CHECKING,41.13402347,-85.16687393
3/1/2021,QuickPay with Zelle payment to N ga han 11277005630,556,debit,Transfer,PLAT BUS CHECKING,41.1299018,-85.13768715
3/1/2021,QuickPay with Zelle payment from LUXE NAILS & SPA LLC 11283609372,100,credit,Transfer,PREMIER PLUS CKG,41.17662066,-85.168291
3/1/2021,QuickPay with Zelle payment from LUXE NAILS & SPA LLC 11276916532,556,credit,Transfer,PREMIER PLUS CKG,41.06858855,-85.20470036
3/1/2021,REMOTE ONLINE DEPOSIT # 1 1,1070.4,credit,Income,PREMIER PLUS CKG,41.1291112,-85.00718018
3/1/2021,VACP TREAS 310 XXVA BENEF PPD ID: 9111036002,1992.18,credit,Paycheck,PREMIER PLUS CKG,41.01797358,-85.12228851
3/1/2021,Buy Mutual Fund CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA MONTHLY INTEREST REINVESTED,0.02,debit,Buy,You Invest Trade,41.12626614,-85.15897006
3/1/2021,Buy Mutual Fund CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA INTRA-DAY DEPOSIT,0.02,debit,Buy,You Invest Trade,41.18157516,-85.13425085
3/1/2021,Investment Income CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA MONTHLY INTEREST 01/30-02/26,0.02,credit,Investments,You Invest Trade,41.11669623,-85.12910843
2/28/2021,2742PEPSIVEN9147678600,1.5,debit,Fast Food,CREDIT CARD,41.12380871,-85.13477325
2/27/2021,INTEREST CHARGE ON PURCHASES,1.5,debit,Finance Charge,Discover,41.13402347,-85.16687393
2/26/2021,CITI AUTOPAY PAYMENT 0803 64662160818 WEB ID: CITICARDAP,30.61,debit,Credit Card Payment,PREMIER PLUS CKG,41.1299018,-85.13768715
2/26/2021,AMER ELECT PWR,176.29,debit,Utilities,PLAT BUS CHECKING,41.17662066,-85.168291
2/26/2021,Orig Name Direct,779,credit,Income,PLAT BUS CHECKING,41.06858855,-85.20470036
2/26/2021,American Airlines,201.4,debit,Air Travel,CREDIT CARD,41.1291112,-85.00718018
2/26/2021,American Airlines,201.4,debit,Air Travel,CREDIT CARD,41.01797358,-85.12228851
2/25/2021,Orig Name Direct,342.5,credit,Income,PLAT BUS CHECKING,41.12626614,-85.15897006
2/24/2021,DEPOSIT ID NUMBER 148003,90.5,credit,Income,PLAT BUS CHECKING,41.18157516,-85.13425085
2/24/2021,Orig Name Direct,758.6,credit,Income,PLAT BUS CHECKING,41.11669623,-85.12910843
2/24/2021,INTEREST PAYMENT,0.03,credit,Interest Income,PREMIER PLUS CKG,41.12380871,-85.13477325
2/24/2021,Budget Rent,78.63,debit,Rental Car & Taxi,CREDIT CARD,41.13402347,-85.16687393
2/23/2021,Xoom,2512.99,debit,Transfer,PREMIER PLUS CKG,41.1299018,-85.13768715
2/23/2021,CHECK 199,278,debit,Check,PLAT BUS CHECKING,41.17662066,-85.168291
2/23/2021,CHECK 198,343,debit,Check,PLAT BUS CHECKING,41.06858855,-85.20470036
2/23/2021,Orig Name Direct,484,credit,Income,PLAT BUS CHECKING,41.1291112,-85.00718018
2/22/2021,TD AMERITRADE CL SEC TR 2357 55647090704 WEB ID: 6470533629,4300,debit,Transfer,PREMIER PLUS CKG,41.01797358,-85.12228851
2/22/2021,DEPOSIT ID NUMBER 21720,2520,credit,Rental Income,PREMIER PLUS CKG,41.12626614,-85.15897006
2/22/2021,QuickPay with Zelle payment to H ay Mor 11231658720,217,debit,Transfer,PLAT BUS CHECKING,41.18157516,-85.13425085
2/22/2021,QuickPay with Zelle payment to C han ( Min Gioi Thieu) JPM536777120,116,debit,Transfer,PLAT BUS CHECKING,41.11669623,-85.12910843
2/22/2021,Orig Name Direct,1412.18,credit,Income,PLAT BUS CHECKING,41.12380871,-85.13477325
2/22/2021,Orig Name Direct,1700,credit,Income,PLAT BUS CHECKING,41.13402347,-85.16687393
2/22/2021,QuickPay with Zelle payment to N ga Han 11235705274,484,debit,Transfer,PLAT BUS CHECKING,41.1299018,-85.13768715
2/22/2021,QuickPay with Zelle payment to C hrystal 11231652279,361,debit,Transfer,PLAT BUS CHECKING,41.17662066,-85.168291
2/22/2021,WITHDRAWAL 02/22,1500,debit,Cash & ATM,PLAT BUS CHECKING,41.06858855,-85.20470036
2/22/2021,Aldi,9.16,debit,Groceries,PLAT BUS CHECKING,41.1291112,-85.00718018
2/22/2021,Dollar Tree,12.49,debit,Shopping,PLAT BUS CHECKING,41.01797358,-85.12228851
2/22/2021,Online Transfer to CHK ...1759 t ransaction#: 11231650163 02/22,421,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
2/22/2021,QuickPay with Zelle payment to P huong Han 11231642456,462,debit,Transfer,PLAT BUS CHECKING,41.18157516,-85.13425085
2/22/2021,ADT Security,52.63,debit,Home Services,PLAT BUS CHECKING,41.11669623,-85.12910843
2/22/2021,Orig Name Direct,1108.5,credit,Income,PLAT BUS CHECKING,41.12380871,-85.13477325
2/19/2021,Orig Name Direct,443,credit,Income,PLAT BUS CHECKING,41.13402347,-85.16687393
2/19/2021,Manual Cr Bkrg,4825,credit,Income,PREMIER PLUS CKG,41.1299018,-85.13768715
2/19/2021,Sell Mutual Fund CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA INTRA-DAY WITHDRWAL,4760.28,credit,Sell,You Invest Trade,41.17662066,-85.168291
2/19/2021,BANKLINK ACH PUSH 12229089,4825,debit,Mortgage & Rent,You Invest Trade,41.06858855,-85.20470036
2/18/2021,ADT Security,44.95,debit,Home Services,Discover,41.1291112,-85.00718018
2/18/2021,Orig Name Direct,256,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
2/18/2021,Sell Mutual Fund CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA INTRA-DAY WITHDRWAL,2864.05,credit,Sell,You Invest Trade,41.12626614,-85.15897006
2/17/2021,WITHDRAWAL 02/17,2000,debit,Cash & ATM,PLAT BUS CHECKING,41.18157516,-85.13425085
2/17/2021,CHECK 196,422,debit,Check,PLAT BUS CHECKING,41.11669623,-85.12910843
2/17/2021,MWAFCU EXT ACH PPD ID: 274973141,567.9,debit,Auto Payment,PREMIER PLUS CKG,41.12380871,-85.13477325
2/17/2021,Reversal Missing Claimid,50,credit,Income,PREMIER PLUS CKG,41.13402347,-85.16687393
2/17/2021,Buy Mutual Fund CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA INTRA-DAY DEPOSIT,11.52,debit,Buy,You Invest Trade,41.1299018,-85.13768715
2/17/2021,Sell Stock MICROSOFT CORP UNSOLICITED J.P. MORGAN SECURITIES LLC MAKES A MARKET IN THIS SECURITY,2412.24,credit,Sell,You Invest Trade,41.17662066,-85.168291
2/17/2021,Buy Stock CONTEXTLOGIC INC CLASS A COMMON STOCK UNSOLICITED,2433.69,debit,Buy,You Invest Trade,41.06858855,-85.20470036
2/17/2021,Buy Stock CONTEXTLOGIC INC CLASS A COMMON STOCK UNSOLICITED,13111.8,debit,Buy,You Invest Trade,41.1291112,-85.00718018
2/17/2021,Payment MWAFCU EXT TYPE: ACH ID: 274973141 CO: MWAFCU EXT MEMO Balance Change $432.97; Interest $134,567.9,credit,Loan Interest,"XXXX BENTLEY CONTINENTAL FLYIN, $XXX.XX pmt due XX/XX/XX XXXX14 - L:01 - Loan",41.01797358,-85.12228851
2/16/2021,QuickPay with Zelle payment to C han JPM532369999,233.64,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
2/16/2021,Orig Name Direct,369.5,credit,Income,PLAT BUS CHECKING,41.18157516,-85.13425085
2/16/2021,QuickPay with Zelle payment to C hrystal 11191545600,412.43,debit,Transfer,PLAT BUS CHECKING,41.11669623,-85.12910843
2/16/2021,Online Transfer to CHK ...0832 t ransaction#: 11191543274 02/16,554.5,debit,Transfer,PLAT BUS CHECKING,41.12380871,-85.13477325
2/16/2021,NIPSCO,106.08,debit,Utilities,PLAT BUS CHECKING,41.13402347,-85.16687393
2/16/2021,Orig Name Direct,1435,credit,Income,PLAT BUS CHECKING,41.1299018,-85.13768715
2/16/2021,QuickPay with Zelle payment to A nna 11191539846,659.46,debit,Transfer,PLAT BUS CHECKING,41.17662066,-85.168291
2/16/2021,Orig Name Direct,2006.7,credit,Income,PLAT BUS CHECKING,41.06858855,-85.20470036
2/16/2021,QuickPay with Zelle payment to H ay Mar 11191527301,365.76,debit,Transfer,PLAT BUS CHECKING,41.1291112,-85.00718018
2/16/2021,Orig Name Direct,1354.1,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
2/16/2021,QuickPay with Zelle payment to P huong Han 11191537866,584.68,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
2/16/2021,CHECK 197,316.04,debit,Check,PLAT BUS CHECKING,41.18157516,-85.13425085
2/16/2021,ATM CASH DEPOSIT 02/16 10120 COL DWATER RD FORT WAYNE IN,600,credit,Income,PREMIER PLUS CKG,41.11669623,-85.12910843
2/16/2021,Manual DB-Bkrg 02/16,2500,debit,Mortgage & Rent,PREMIER PLUS CKG,41.12380871,-85.13477325
2/16/2021,Manual DB-Bkrg 02/16,5000,debit,Mortgage & Rent,PREMIER PLUS CKG,41.13402347,-85.16687393
2/16/2021,Online Transfer from CHK ...0110 transaction#: 11200835737,1000,credit,Transfer,PREMIER PLUS CKG,41.1299018,-85.13768715
2/16/2021,NFCU ACH PAYMENT 1472 40871000001 WEB ID: 9000000017,250,debit,Credit Card Payment,PREMIER PLUS CKG,41.17662066,-85.168291
2/16/2021,ATM CASH DEPOSIT 02/16 10120 COL DWATER RD FORT WAYNE IN,600,credit,Income,PREMIER PLUS CKG,41.06858855,-85.20470036
2/16/2021,AAA LIFE INS PREM PPD ID: 1520891929,16,debit,Life Insurance,PREMIER PLUS CKG,41.1291112,-85.00718018
2/16/2021,ATM CASH DEPOSIT 02/16 10120 COL DWATER RD FORT WAYNE IN,830,credit,Income,PREMIER PLUS CKG,41.01797358,-85.12228851
2/16/2021,ATM CASH DEPOSIT 02/16 10120 COL DWATER RD FORT WAYNE IN,2920,credit,Income,PREMIER PLUS CKG,41.12626614,-85.15897006
2/16/2021,Buy Mutual Fund CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA INTRA-DAY DEPOSIT,5063.43,debit,Buy,You Invest Trade,41.18157516,-85.13425085
2/16/2021,Buy Stock CONTEXTLOGIC INC CLASS A COMMON STOCK UNSOLICITED,2510.41,debit,Buy,You Invest Trade,41.11669623,-85.12910843
2/16/2021,Sell Stock CONTEXTLOGIC INC CLASS A COMMON STOCK UNSOLICITED,8116.59,credit,Sell,You Invest Trade,41.12380871,-85.13477325
2/16/2021,Buy Stock CONTEXTLOGIC INC CLASS A COMMON STOCK UNSOLICITED,2511,debit,Buy,You Invest Trade,41.13402347,-85.16687393
2/16/2021,Sell Stock CONTEXTLOGIC INC CLASS A COMMON STOCK UNSOLICITED,5686.29,credit,Sell,You Invest Trade,41.1299018,-85.13768715
2/16/2021,Banklink Ach Pull,2500,credit,Income,You Invest Trade,41.17662066,-85.168291
2/16/2021,Buy Stock CONTEXTLOGIC INC CLASS A COMMON STOCK UNSOLICITED,8059.5,debit,Buy,You Invest Trade,41.06858855,-85.20470036
2/16/2021,Banklink Ach Pull,5000,credit,Income,You Invest Trade,41.1291112,-85.00718018
2/14/2021,Amazon,64.19,debit,Shopping,CREDIT CARD,41.01797358,-85.12228851
2/13/2021,YOUTUBEPREMIUM 855-836-3987 CAP0YFEMRN,6.99,debit,Electronics & Software,Discover,41.12626614,-85.15897006
2/12/2021,Orig Name Direct,522,credit,Income,PLAT BUS CHECKING,41.18157516,-85.13425085
2/12/2021,Manual DB-Bkrg 02/12,100,debit,Gift,PREMIER PLUS CKG,41.11669623,-85.12910843
2/12/2021,Sell Stock APPLE INC ADP-SECURITY-NOA603109 UNSOLICITED J.P. MORGAN SECURITIES LLC MAKES A MARKET IN,3.04,credit,Sell,You Invest Trade,41.12380871,-85.13477325
2/12/2021,Banklink Ach Pull,100,credit,Income,You Invest Trade,41.13402347,-85.16687393
2/12/2021,Buy Stock TESLA INC COMMON STOCK UNSOLICITED J.P. MORGAN SECURITIES LLC MAKES A MARKET IN THIS SECUR,4762.02,debit,Buy,You Invest Trade,41.1299018,-85.13768715
2/12/2021,Sell Stock ISHARES IBOXX $ INVESTMENT GRADE CORPORATE BOND ETF ADP-SECURITY-NOH011487 UNSOLICITED,0.79,credit,Sell,You Invest Trade,41.17662066,-85.168291
2/12/2021,Sell Stock HARTFORD FUNDS EXCHANGE TRADED TRUST HARTFORD TOTAL RETURN BOND ETF UNSOLICITED,496.84,credit,Sell,You Invest Trade,41.06858855,-85.20470036
2/12/2021,Sell Stock APPLE INC UNSOLICITED J.P. MORGAN SECURITIES LLC MAKES A MARKET IN THIS SECURITY,2012.8,credit,Sell,You Invest Trade,41.1291112,-85.00718018
2/12/2021,Sell Stock ISHARES IBOXX $ INVESTMENT GRADE CORPORATE BOND ETF UNSOLICITED,403.82,credit,Sell,You Invest Trade,41.01797358,-85.12228851
2/12/2021,Sell Stock TESLA INC COMMON STOCK UNSOLICITED J.P. MORGAN SECURITIES LLC MAKES A MARKET IN THIS SECU,9611.95,credit,Sell,You Invest Trade,41.12626614,-85.15897006
2/12/2021,Sell Stock VANGUARD INDEX FUNDS VANGUARD TOTAL STOCK MARKET ETF UNSOLICITED,1856.25,credit,Sell,You Invest Trade,41.18157516,-85.13425085
2/12/2021,Sell Mutual Fund CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA INTRA-DAY WITHDRWAL,2339.45,credit,Sell,You Invest Trade,41.11669623,-85.12910843
2/11/2021,Manual DB-Bkrg 02/11,2300,debit,Mortgage & Rent,PREMIER PLUS CKG,41.12380871,-85.13477325
2/11/2021,Orig Name Direct,651,credit,Income,PLAT BUS CHECKING,41.13402347,-85.16687393
2/11/2021,Banklink Ach Pull,2300,credit,Income,You Invest Trade,41.1299018,-85.13768715
2/11/2021,Buy Stock TESLA INC COMMON STOCK UNSOLICITED AVG PRICE SHOWN-DETAILS ON REQJ.P. MORGAN SECURITIES LL,2436.57,debit,Buy,You Invest Trade,41.17662066,-85.168291
2/11/2021,Investment Income APPLE INC RD 02/08 PD 02/11 CDRT .205 DIV ON 15.00000 SHS,3.08,credit,Investments,You Invest Trade,41.06858855,-85.20470036
2/11/2021,Buy Stock APPLE INC REINVEST @ 135.802910,3.08,debit,Buy,You Invest Trade,41.1291112,-85.00718018
2/11/2021,Sell Mutual Fund CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA INTRA-DAY WITHDRWAL,131.5,credit,Sell,You Invest Trade,41.01797358,-85.12228851
2/10/2021,Manual DB-Bkrg 02/10,1000,debit,Mortgage & Rent,PREMIER PLUS CKG,41.12626614,-85.15897006
2/10/2021,QuickPay with Zelle payment to A nna Ngo 11165877420,706,debit,Transfer,PREMIER PLUS CKG,41.18157516,-85.13425085
2/10/2021,Kroger,29.38,debit,Groceries,PLAT BUS CHECKING,41.11669623,-85.12910843
2/10/2021,Sam's Club,137.33,debit,Shopping,PLAT BUS CHECKING,41.12380871,-85.13477325
2/10/2021,Orig Name Direct,382,credit,Income,PLAT BUS CHECKING,41.13402347,-85.16687393
2/10/2021,Banklink Ach Pull,1000,credit,Income,You Invest Trade,41.1299018,-85.13768715
2/10/2021,Buy Mutual Fund CHASE DEPOSIT SWEEP JPMORGAN CHASE BANK NA INTRA-DAY DEPOSIT,4979.19,debit,Buy,You Invest Trade,41.17662066,-85.168291
2/10/2021,Buy Stock TESLA INC COMMON STOCK UNSOLICITED J.P. MORGAN SECURITIES LLC MAKES A MARKET IN THIS SECUR,2439.45,debit,Buy,You Invest Trade,41.06858855,-85.20470036
2/9/2021,ROBINHOOD Funds PPD ID: 1464364776,409.75,credit,Investments,PREMIER PLUS CKG,41.1291112,-85.00718018
2/9/2021,Verizon Wireless,171.57,debit,Mobile Phone,PREMIER PLUS CKG,41.01797358,-85.12228851
2/9/2021,Orig Name Direct,813.93,credit,Income,PLAT BUS CHECKING,41.12626614,-85.15897006
2/9/2021,CHECK 191,7246.35,debit,Check,PLAT BUS CHECKING,41.18157516,-85.13425085
2/9/2021,CHECK 195,304.2,debit,Check,PLAT BUS CHECKING,41.11669623,-85.12910843
2/9/2021,ATM WITHDRAWAL 001597 02/0910120 COL,400,debit,Cash & ATM,PLAT BUS CHECKING,41.12380871,-85.13477325
2/9/2021,Costco,39.74,debit,Shopping,PLAT BUS CHECKING,41.13402347,-85.16687393
2/9/2021,Buy Stock MICROSOFT CORP UNSOLICITED J.P. MORGAN SECURITIES LLC MAKES A MARKET IN THIS SECURITY,2431.5,debit,Buy,You Invest Trade,41.1299018,-85.13768715
2/8/2021,CHECK 194,225.04,debit,Check,PLAT BUS CHECKING,41.17662066,-85.168291
2/8/2021,QuickPay with Zelle payment to T ruc Mo Phuong 11149202452,360.4,debit,Transfer,PLAT BUS CHECKING,41.06858855,-85.20470036
2/8/2021,Orig Name Direct,768.5,credit,Income,PLAT BUS CHECKING,41.1291112,-85.00718018
2/8/2021,Orig Name Direct,1299.5,credit,Income,PLAT BUS CHECKING,41.01797358,-85.12228851
2/8/2021,QuickPay with Zelle payment to C hrystal 11149196892,300.28,debit,Transfer,PLAT BUS CHECKING,41.12626614,-85.15897006
2/8/2021,Online Transfer to CHK ...1759 t ransaction#: 11148851320 02/08,436,debit,Transfer,PLAT BUS CHECKING,41.18157516,-85.13425085
2/8/2021,QuickPay with Zelle payment to N ga han 11149190787,462.21,debit,Transfer,PLAT BUS CHECKING,41.11669623,-85.12910843
2/8/2021,Orig Name Direct,833.5,credit,Income,PLAT BUS CHECKING,41.12380871,-85.13477325
